B25077_001E,B02001_002E,B01003_001E,B25003_003E,B25001_001E,B09019_006E,B09019_001E,B15003_002E,B25018_001E,B19083_001E,B01002_001E,B08303_001E,B19013_001E,GEOID
28.3,3221.0,2837.0,2259.0,3221.0,95.0,0.0,70379.0,0.3652,1741.0,1367.0,3.8,704100.0,06073007910
53.8,3872.0,3426.0,1401.0,3872.0,357.0,8.0,126970.0,0.5763,2102.0,716.0,5.8,1675900.0,06073008312
45.2,9600.0,8683.0,3767.0,9600.0,1271.0,86.0,143836.0,0.398,3301.0,518.0,7.1,823400.0,06073020016
50.9,2162.0,1893.0,702.0,2162.0,234.0,18.0,183929.0,0.4888,926.0,83.0,7.3,1290800.0,06073008313
52.2,6212.0,5024.0,2033.0,6212.0,509.0,0.0,173549.0,0.4947,2514.0,379.0,6.6,1206200.0,06073008310
29.1,6815.0,5074.0,2755.0,6815.0,797.0,171.0,46806.0,0.4396,2135.0,1063.0,5.0,375500.0,06073018905
39.2,6196.0,4593.0,2554.0,6196.0,714.0,15.0,135389.0,0.4318,2527.0,956.0,5.4,811200.0,06073008327
33.3,6930.0,6220.0,3270.0,6930.0,855.0,107.0,62210.0,0.3803,2191.0,1019.0,5.2,484900.0,06073019601
18.3,1752.0,1156.0,507.0,1752.0,193.0,8.0,52643.0,0.3056,516.0,444.0,6.6,515570.89638157893,06073006600
52.5,3583.0,3289.0,1137.0,3583.0,490.0,34.0,76341.0,0.4013,1381.0,100.0,6.9,611800.0,06073018801
35.5,8436.0,5764.0,3930.0,8436.0,994.0,68.0,53266.0,0.4238,2194.0,978.0,5.1,334600.0,06073020018
43.7,3606.0,3204.0,1597.0,3606.0,447.0,25.0,76667.0,0.4774,1704.0,570.0,5.5,673800.0,06073009103
43.7,3560.0,2786.0,1472.0,3560.0,303.0,0.0,113790.0,0.3416,1280.0,392.0,6.0,655900.0,06073008344
32.2,7177.0,4215.0,3295.0,7177.0,857.0,345.0,47235.0,0.4042,2101.0,1201.0,4.6,359100.0,06073008600
30.8,6248.0,3854.0,3018.0,6248.0,609.0,165.0,61776.0,0.3952,1712.0,874.0,6.4,457800.0,06073020021
33.8,2132.0,1826.0,1254.0,2132.0,158.0,0.0,64583.0,0.4333,1516.0,668.0,3.8,330000.0,06073008902
45.8,4114.0,3654.0,2196.0,4114.0,304.0,23.0,86667.0,0.4561,2419.0,1193.0,4.1,741400.0,06073006000
30.7,3165.0,1894.0,1531.0,3165.0,387.0,48.0,70000.0,0.4166,1290.0,980.0,4.3,408200.0,06073008701
53.1,6382.0,4919.0,2233.0,6382.0,760.0,37.0,86284.0,0.4204,2509.0,422.0,6.2,594200.0,06073019001
38.7,4439.0,3476.0,2622.0,4439.0,356.0,0.0,64750.0,0.4673,2781.0,2014.0,3.5,462500.0,06073000800
35.2,5481.0,3542.0,3581.0,5481.0,126.0,27.0,51359.0,0.38,3243.0,2565.0,3.4,342700.0,06073000900
30.5,3960.0,2960.0,1824.0,3960.0,441.0,136.0,33797.0,0.3872,1278.0,882.0,3.8,453300.0,06073004800
32.1,2690.0,1944.0,1637.0,2690.0,402.0,56.0,47724.0,0.409,1469.0,1095.0,3.4,334700.0,06073004501
39.7,4221.0,3188.0,2039.0,4221.0,503.0,54.0,68929.0,0.4959,1268.0,252.0,5.8,344800.0,06073020023
26.7,3305.0,2815.0,1372.0,3305.0,226.0,0.0,74571.0,0.4294,2118.0,598.0,4.0,1204800.0,06073021600
41.4,4303.0,2861.0,1970.0,4303.0,379.0,0.0,143547.0,0.3487,1327.0,183.0,7.2,638800.0,06073008337
36.8,4019.0,3143.0,2223.0,4019.0,449.0,14.0,66563.0,0.4696,1909.0,1094.0,4.3,644500.0,06073004400
30.4,7081.0,5641.0,3536.0,7081.0,732.0,20.0,46908.0,0.3646,2916.0,2441.0,3.5,351300.0,06073004100
46.3,9149.0,7361.0,3011.0,9149.0,1150.0,0.0,151267.0,0.5032,3475.0,393.0,7.8,1304800.0,06073017029
28.6,5785.0,3812.0,2650.0,5785.0,803.0,87.0,42963.0,0.4088,2026.0,1601.0,3.8,359200.0,06073010502
30.8,2329.0,1712.0,999.0,2329.0,282.0,33.0,50583.0,0.4,849.0,560.0,4.1,361700.0,06073010401
30.7,6171.0,4217.0,2687.0,6171.0,671.0,99.0,46016.0,0.3753,2059.0,1497.0,3.9,420000.0,06073010402
45.2,1803.0,1567.0,684.0,1803.0,142.0,67.0,77500.0,0.3618,537.0,153.0,5.7,467500.0,06073019002
28.1,4307.0,2101.0,2123.0,4307.0,325.0,115.0,46875.0,0.3872,1297.0,942.0,4.1,351300.0,06073002602
30.2,4500.0,3383.0,1833.0,4500.0,446.0,58.0,36667.0,0.3783,1697.0,1272.0,2.9,23300.0,06073012502
33.1,7027.0,2607.0,3285.0,7027.0,819.0,156.0,64422.0,0.3833,2125.0,904.0,5.0,330000.0,06073003401
31.7,2269.0,1469.0,977.0,2269.0,274.0,64.0,50521.0,0.4234,684.0,382.0,4.2,409400.0,06073012101
34.4,5248.0,3563.0,2671.0,5248.0,374.0,75.0,47648.0,0.4768,2537.0,1575.0,3.8,367300.0,06073002803
43.6,4162.0,3243.0,1915.0,4162.0,534.0,35.0,74219.0,0.4233,1767.0,566.0,5.3,451800.0,06073009602
45.9,3851.0,1462.0,1419.0,3851.0,412.0,69.0,36375.0,0.4675,1202.0,955.0,3.9,355600.0,06073012002
21.5,3031.0,2013.0,1233.0,3031.0,157.0,29.0,38125.0,0.6667,1094.0,520.0,4.7,652400.0,06073002801
34.2,4235.0,1684.0,1692.0,4235.0,291.0,151.0,58684.0,0.399,1302.0,309.0,5.4,361900.0,06073003001
36.1,3617.0,1868.0,1660.0,3617.0,330.0,95.0,57778.0,0.4626,936.0,433.0,5.4,384600.0,06073012003
38.6,5710.0,3309.0,2496.0,5710.0,599.0,13.0,141595.0,0.3257,1893.0,270.0,6.4,683200.0,06073017044
45.2,3445.0,2961.0,1572.0,3445.0,425.0,19.0,88125.0,0.3692,1410.0,318.0,5.6,528100.0,06073009703
34.0,6270.0,5039.0,2925.0,6270.0,568.0,137.0,55875.0,0.4073,1982.0,1135.0,4.4,390900.0,06073020602
36.2,4831.0,1240.0,1938.0,4831.0,570.0,185.0,68062.0,0.3465,1327.0,331.0,5.4,338600.0,06073003112
27.8,7053.0,4471.0,3614.0,7053.0,697.0,211.0,54658.0,0.4137,2579.0,1557.0,4.7,465600.0,06073002902
34.4,5354.0,2613.0,2321.0,5354.0,594.0,159.0,63202.0,0.3944,1633.0,469.0,5.4,359700.0,06073003003
38.9,4884.0,4089.0,2138.0,4884.0,527.0,45.0,77259.0,0.3843,1396.0,208.0,6.5,435800.0,06073020705
41.0,4220.0,2036.0,1747.0,4220.0,338.0,157.0,83169.0,0.309,1155.0,174.0,5.7,363300.0,06073003212
32.6,5710.0,4010.0,2166.0,5710.0,531.0,154.0,41836.0,0.3838,1853.0,1085.0,3.6,107700.0,06073020209
41.3,4872.0,4193.0,1847.0,4872.0,500.0,160.0,62957.0,0.3788,1430.0,346.0,5.5,371700.0,06073013302
34.1,4153.0,2825.0,1719.0,4153.0,672.0,54.0,51742.0,0.4358,1364.0,539.0,5.1,373800.0,06073013306
47.5,6508.0,5577.0,2298.0,6508.0,471.0,111.0,91544.0,0.3851,2535.0,363.0,6.3,503900.0,06073019105
40.2,7477.0,5075.0,3991.0,7477.0,660.0,18.0,118750.0,0.3707,2809.0,828.0,6.1,602900.0,06073009505
46.6,3217.0,2745.0,1186.0,3217.0,308.0,9.0,145052.0,0.4861,1112.0,47.0,7.7,913600.0,06073017053
42.1,5167.0,4048.0,2257.0,5167.0,547.0,23.0,80324.0,0.3705,1959.0,616.0,5.7,457400.0,06073013409
46.5,6429.0,5760.0,2508.0,6429.0,779.0,8.0,114497.0,0.4744,2121.0,222.0,6.9,648600.0,06073020706
38.3,6468.0,4511.0,2606.0,6468.0,812.0,72.0,71543.0,0.3478,2481.0,998.0,5.1,454400.0,06073009802
44.2,5022.0,4344.0,2247.0,5022.0,614.0,6.0,95690.0,0.3489,1860.0,224.0,6.6,492000.0,06073009804
38.2,4014.0,3043.0,2007.0,4014.0,357.0,0.0,92063.0,0.365,1267.0,310.0,5.4,388000.0,06073016606
46.3,1529.0,1088.0,740.0,1529.0,134.0,25.0,87639.0,0.3282,564.0,92.0,5.5,372400.0,06073013415
38.1,4801.0,3602.0,2052.0,4801.0,666.0,41.0,67900.0,0.3695,1895.0,827.0,5.1,439300.0,06073015100
32.4,4237.0,3542.0,1736.0,4237.0,400.0,9.0,62788.0,0.4177,1457.0,681.0,5.5,428200.0,06073016616
40.6,4190.0,2567.0,1663.0,4190.0,482.0,19.0,63843.0,0.4319,1403.0,445.0,5.8,399600.0,06073013903
39.8,6114.0,3881.0,2801.0,6114.0,843.0,95.0,57206.0,0.3777,2206.0,1087.0,5.4,426800.0,06073013503
33.7,6577.0,4369.0,3071.0,6577.0,644.0,149.0,81671.0,0.3662,2267.0,576.0,4.9,407700.0,06073013418
34.1,3297.0,2155.0,1346.0,3297.0,370.0,126.0,48194.0,0.404,987.0,545.0,4.5,359200.0,06073015301
42.3,4804.0,3346.0,1426.0,4804.0,469.0,97.0,34705.0,0.4262,1410.0,1242.0,3.7,333100.0,06073015802
34.0,11324.0,6605.0,4891.0,11324.0,1299.0,28.0,103725.0,0.3363,3120.0,951.0,6.2,472700.0,06073013311
53.1,1600.0,1284.0,771.0,1600.0,156.0,0.0,121250.0,0.448,679.0,92.0,6.7,642000.0,06073020710
37.1,6846.0,5971.0,3120.0,6846.0,736.0,0.0,79229.0,0.3764,2401.0,681.0,5.6,431200.0,06073016607
36.1,8275.0,6530.0,2878.0,8275.0,890.0,189.0,50127.0,0.4293,2607.0,1400.0,4.4,441000.0,06073015404
45.0,6421.0,4902.0,3062.0,6421.0,595.0,117.0,77449.0,0.403,2818.0,1566.0,4.9,388300.0,06073013606
38.5,5503.0,4275.0,2234.0,5503.0,565.0,94.0,68843.0,0.4017,1614.0,393.0,5.9,426200.0,06073016401
30.3,7368.0,5041.0,2557.0,7368.0,788.0,254.0,68696.0,0.4657,2457.0,632.0,5.8,423800.0,06073019101
33.7,3570.0,2920.0,1477.0,3570.0,460.0,12.0,84000.0,0.4099,1310.0,132.0,5.5,354900.0,06073021202
36.7,3266.0,2313.0,1498.0,3266.0,418.0,15.0,45851.0,0.4856,1872.0,1243.0,3.9,509500.0,06073018400
48.6,4831.0,4473.0,1999.0,4831.0,559.0,21.0,87212.0,0.4262,2181.0,801.0,5.9,665400.0,06073017810
40.4,7539.0,6308.0,3207.0,7539.0,856.0,0.0,106466.0,0.4376,3074.0,1275.0,5.0,651400.0,06073017811
40.8,3253.0,3143.0,1568.0,3253.0,324.0,27.0,100921.0,0.489,1575.0,637.0,4.7,916300.0,06073017702
36.7,9360.0,6107.0,4146.0,9360.0,928.0,282.0,68529.0,0.4371,3115.0,997.0,5.6,375500.0,06073018507
38.8,3959.0,3417.0,1554.0,3959.0,351.0,27.0,89182.0,0.515,1342.0,612.0,4.4,803900.0,06073017502
48.9,6283.0,5665.0,2446.0,6283.0,577.0,0.0,142431.0,0.4093,2809.0,468.0,6.6,865000.0,06073017808
24.8,6092.0,5450.0,2032.0,6092.0,481.0,1.0,123603.0,0.4479,1605.0,308.0,6.7,1063400.0,06073007200
33.4,6611.0,4951.0,2885.0,6611.0,726.0,209.0,56319.0,0.4102,2212.0,1048.0,5.4,465500.0,06073018906
34.8,7239.0,5080.0,3780.0,7239.0,654.0,34.0,94375.0,0.3969,3428.0,1777.0,4.1,445600.0,06073008329
44.8,2694.0,2241.0,1186.0,2694.0,319.0,11.0,61202.0,0.4583,965.0,204.0,5.6,472800.0,06073019203
36.0,4873.0,4168.0,2183.0,4873.0,569.0,97.0,49603.0,0.4168,1817.0,761.0,5.5,415900.0,06073018903
32.6,5498.0,4307.0,2892.0,5498.0,488.0,29.0,70555.0,0.4165,2490.0,1826.0,4.0,395800.0,06073006802
39.2,5267.0,4278.0,2145.0,5267.0,679.0,85.0,72064.0,0.4052,1747.0,615.0,5.9,483900.0,06073019602
39.6,6796.0,5934.0,3196.0,6796.0,776.0,32.0,66817.0,0.4085,2997.0,1045.0,5.2,598300.0,06073008503
19.9,3395.0,2809.0,1166.0,3395.0,12.0,0.0,75402.79871175524,0.41074138486312395,35.0,12.0,7.0,515570.89638157893,06073006300
44.7,4632.0,3603.0,2243.0,4632.0,451.0,109.0,82406.0,0.4033,1697.0,340.0,6.0,545800.0,06073008512
28.9,4817.0,3731.0,2854.0,4817.0,485.0,25.0,65913.0,0.384,2394.0,1392.0,4.2,341700.0,06073009107
48.2,2745.0,2596.0,1085.0,2745.0,284.0,0.0,102125.0,0.4796,1383.0,613.0,5.0,1358100.0,06073010800
44.7,2944.0,2438.0,1319.0,2944.0,397.0,0.0,102857.0,0.4028,1131.0,218.0,5.9,566300.0,06073008513
22.6,23.0,18.0,19.0,23.0,0.0,0.0,75402.79871175524,0.41074138486312395,0.0,0.0,5.142765273311893,515570.89638157893,06073006200
35.0,5021.0,4238.0,2849.0,5021.0,404.0,0.0,64080.0,0.4557,2517.0,1527.0,4.2,712300.0,06073000202
31.4,5402.0,3430.0,2960.0,5402.0,527.0,118.0,73697.0,0.3661,2628.0,1297.0,4.2,363000.0,06073008901
34.9,1589.0,1218.0,853.0,1589.0,36.0,0.0,34048.0,0.4833,905.0,798.0,2.9,431300.0,06073005700
35.6,5910.0,2002.0,3005.0,5910.0,452.0,93.0,113333.0,0.3107,1846.0,527.0,5.7,496900.0,06073008348
40.6,5020.0,2393.0,2779.0,5020.0,503.0,37.0,150405.0,0.3156,1758.0,308.0,6.8,677800.0,06073008346
38.7,7001.0,2535.0,3746.0,7001.0,649.0,167.0,107708.0,0.3814,2161.0,458.0,5.9,524500.0,06073008347
28.5,5885.0,3307.0,2665.0,5885.0,692.0,17.0,66413.0,0.4024,2065.0,1378.0,5.2,489300.0,06073009201
33.7,4934.0,3926.0,3325.0,4934.0,483.0,103.0,65437.0,0.3753,2762.0,1868.0,4.0,419600.0,06073001000
29.0,5686.0,3425.0,2203.0,5686.0,590.0,118.0,33420.0,0.4015,1579.0,1219.0,4.1,299400.0,06073004900
41.8,4321.0,3254.0,2477.0,4321.0,99.0,100.0,67988.0,0.5092,3281.0,2344.0,2.8,467700.0,06073005600
32.5,4911.0,2917.0,2481.0,4911.0,589.0,28.0,64449.0,0.4697,1993.0,986.0,4.7,444400.0,06073009301
33.3,3392.0,2636.0,2187.0,3392.0,251.0,18.0,67909.0,0.382,1856.0,1279.0,3.9,364600.0,06073001100
34.6,3484.0,842.0,1731.0,3484.0,285.0,91.0,97325.0,0.3295,993.0,313.0,6.2,500000.0,06073008355
22.8,6604.0,4088.0,5087.0,6604.0,0.0,0.0,75402.79871175524,0.41074138486312395,0.0,0.0,5.142765273311893,515570.89638157893,06073003800
30.7,4970.0,3709.0,2298.0,4970.0,552.0,112.0,44767.0,0.4287,1771.0,1328.0,3.9,348200.0,06073002401
38.8,5741.0,3724.0,2766.0,5741.0,769.0,0.0,107790.0,0.366,2105.0,810.0,5.9,633400.0,06073017037
30.9,5525.0,3587.0,2262.0,5525.0,458.0,212.0,39801.0,0.4532,1645.0,899.0,4.2,340300.0,06073002501
32.6,6642.0,4378.0,2886.0,6642.0,776.0,154.0,57241.0,0.4313,2159.0,969.0,4.7,370200.0,06073002502
31.9,5554.0,2888.0,2373.0,5554.0,594.0,347.0,28422.0,0.4114,1773.0,1213.0,3.9,293800.0,06073002601
37.0,3287.0,1712.0,1318.0,3287.0,338.0,91.0,72417.0,0.4545,1174.0,760.0,4.6,633700.0,06073017035
34.3,4130.0,3199.0,1888.0,4130.0,494.0,29.0,67909.0,0.4237,1519.0,789.0,4.9,345100.0,06073020105
30.6,5593.0,4454.0,2485.0,5593.0,674.0,56.0,36090.0,0.3943,1838.0,1514.0,3.8,254100.0,06073011601
31.9,3041.0,1515.0,1500.0,3041.0,312.0,94.0,29741.0,0.4725,1280.0,1159.0,3.6,390900.0,06073002301
28.6,5520.0,3784.0,2289.0,5520.0,642.0,123.0,42941.0,0.506,1219.0,676.0,4.6,336600.0,06073003404
34.3,4399.0,2606.0,2444.0,4399.0,375.0,10.0,101085.0,0.3305,1903.0,1072.0,4.4,530500.0,06073017056
31.1,6004.0,4788.0,2522.0,6004.0,774.0,50.0,47706.0,0.4177,2059.0,1547.0,3.4,375000.0,06073013104
39.3,5256.0,3095.0,2629.0,5256.0,666.0,51.0,117361.0,0.3896,1972.0,646.0,5.8,605500.0,06073017055
35.1,3328.0,3003.0,1099.0,3328.0,362.0,131.0,37560.0,0.4243,827.0,484.0,4.3,334100.0,06073010111
34.8,4569.0,3457.0,1661.0,4569.0,504.0,96.0,50682.0,0.3855,1401.0,470.0,5.0,357000.0,06073003202
27.1,3279.0,1489.0,1265.0,3279.0,306.0,40.0,58993.0,0.359,959.0,568.0,5.0,357900.0,06073002711
45.6,4769.0,2819.0,1942.0,4769.0,550.0,73.0,102590.0,0.363,2160.0,692.0,5.1,539200.0,06073017051
72.5,2427.0,2226.0,581.0,2427.0,236.0,8.0,55382.0,0.4283,1687.0,614.0,4.9,442000.0,06073017014
32.4,7679.0,4670.0,3809.0,7679.0,829.0,323.0,58342.0,0.3849,2457.0,1111.0,4.7,308100.0,06073002703
40.8,6013.0,4735.0,2752.0,6013.0,743.0,38.0,99375.0,0.4093,2519.0,557.0,6.1,559400.0,06073009704
34.5,4814.0,3892.0,1850.0,4814.0,476.0,145.0,65990.0,0.348,1146.0,341.0,5.5,333200.0,06073013307
27.8,7729.0,4654.0,3726.0,7729.0,589.0,248.0,62951.0,0.4081,2206.0,1063.0,4.8,463900.0,06073017048
32.8,4062.0,2355.0,1540.0,4062.0,512.0,7.0,55341.0,0.423,1444.0,752.0,5.0,433000.0,06073014500
51.1,7273.0,6211.0,2811.0,7273.0,758.0,30.0,111473.0,0.4774,2975.0,389.0,6.7,681900.0,06073009706
49.4,5701.0,4437.0,2187.0,5701.0,569.0,8.0,119545.0,0.4708,2047.0,421.0,6.2,664300.0,06073017054
34.3,2895.0,2081.0,1522.0,2895.0,312.0,50.0,43917.0,0.5581,1318.0,982.0,3.5,263800.0,06073014806
45.0,3771.0,3231.0,1749.0,3771.0,400.0,14.0,63070.0,0.424,2116.0,759.0,4.4,410800.0,06073014804
46.2,5134.0,4190.0,2534.0,5134.0,609.0,98.0,82809.0,0.4044,2280.0,876.0,4.9,472900.0,06073009801
44.5,4940.0,4246.0,2321.0,4940.0,680.0,11.0,78906.0,0.3834,2074.0,657.0,5.7,555600.0,06073009805
36.5,5266.0,3538.0,2276.0,5266.0,683.0,20.0,86250.0,0.4092,1804.0,675.0,5.8,598600.0,06073014602
33.9,3952.0,1844.0,1400.0,3952.0,430.0,91.0,33090.0,0.4152,1631.0,1385.0,3.6,515570.89638157893,06073014400
32.1,5788.0,3399.0,2207.0,5788.0,646.0,71.0,56048.0,0.4243,1822.0,990.0,5.4,446200.0,06073013702
43.5,10850.0,8240.0,4693.0,10850.0,1374.0,230.0,92230.0,0.3857,3455.0,683.0,6.5,500300.0,06073020103
37.7,4077.0,3340.0,1881.0,4077.0,623.0,0.0,84241.0,0.2954,1482.0,366.0,5.2,404100.0,06073016610
48.6,3488.0,3047.0,1244.0,3488.0,511.0,0.0,134792.0,0.4418,1304.0,136.0,7.9,854500.0,06073017020
51.0,2955.0,2640.0,1115.0,2955.0,338.0,0.0,133000.0,0.3837,1068.0,35.0,7.7,807800.0,06073017021
32.6,3077.0,1762.0,1240.0,3077.0,311.0,8.0,64214.0,0.3925,1165.0,496.0,4.9,287300.0,06073016503
46.9,2599.0,2412.0,931.0,2599.0,270.0,5.0,104922.0,0.4282,862.0,97.0,7.4,659800.0,06073015403
34.9,3979.0,2863.0,1739.0,3979.0,515.0,89.0,48185.0,0.3935,1330.0,695.0,4.4,317700.0,06073015704
41.8,5599.0,4916.0,2665.0,5599.0,674.0,146.0,102602.0,0.3996,1935.0,444.0,6.4,560400.0,06073015405
41.6,7848.0,5633.0,3512.0,7848.0,808.0,88.0,95132.0,0.3628,2491.0,318.0,6.1,507000.0,06073020709
36.2,3624.0,2759.0,1681.0,3624.0,392.0,0.0,63820.0,0.3498,1191.0,407.0,5.2,427300.0,06073020805
44.5,5261.0,4977.0,2101.0,5261.0,617.0,26.0,106319.0,0.3336,1801.0,201.0,6.6,448300.0,06073020810
46.0,3065.0,2628.0,1373.0,3065.0,303.0,15.0,104375.0,0.405,1163.0,115.0,5.9,504400.0,06073021206
60.6,2693.0,2268.0,693.0,2693.0,422.0,35.0,39760.0,0.4416,3495.0,334.0,4.1,158800.0,06073021000
